"CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited"
764,"France","Female",24,7,106234.02,1,"No","No",115676.38,"No"
661,"Spain","Male",39,6,132628.98,1,"No","No",38812.67,"No"
564,"Germany","Male",41,9,103522.75,2,"Si","Si",34338.21,"No"
708,"Germany","Female",42,8,192390.52,2,"Si","No",823.36,"No"
512,"Spain","Male",36,1,0,1,"No","Si",135482.26,"Si"
592,"Spain","Male",37,9,0,3,"Si","Si",10656.89,"No"
619,"France","Female",38,3,0,2,"No","Si",116467.35,"No"
775,"France","Male",52,8,109922.61,1,"Si","Si",96823.32,"Si"
850,"Germany","Female",44,5,128605.32,1,"No","Si",171096.2,"No"
577,"France","Female",37,4,0,1,"Si","Si",79881.39,"No"
724,"France","Female",37,10,68598.56,1,"Si","No",157862.82,"No"
710,"Spain","Male",35,1,106518.52,1,"Si","Si",127951.81,"No"
696,"France","Female",31,8,0,2,"No","No",191074.11,"No"
376,"France","Female",46,6,0,1,"Si","No",157333.69,"Si"
675,"Germany","Female",29,8,121326.42,1,"Si","No",133457.52,"No"
745,"France","Male",36,8,67226.37,1,"Si","No",130789.6,"No"
697,"Spain","Female",25,5,82931.85,2,"Si","Si",128373.88,"No"
599,"Spain","Female",39,4,0,1,"Si","No",194273.2,"Si"
715,"France","Female",38,5,118590.41,1,"Si","Si",5684.17,"Si"
659,"France","Male",67,4,145981.87,1,"Si","Si",131043.2,"No"
684,"France","Female",48,3,73309.38,1,"No","No",21228.34,"Si"
635,"France","Female",48,8,130796.33,2,"Si","Si",43250.3,"No"
665,"Spain","Female",42,2,156371.61,2,"No","Si",156774.94,"Si"
706,"France","Female",44,4,129605.99,1,"No","No",69865.49,"No"
807,"Spain","Female",43,0,0,2,"No","Si",85523.24,"No"
685,"Spain","Male",35,4,137948.51,1,"Si","No",113639.64,"No"
642,"Spain","Male",32,7,100433.8,1,"Si","Si",39768.59,"No"
529,"Spain","Male",63,4,96134.11,3,"Si","No",108732.96,"Si"
683,"Germany","Female",43,4,115888.04,1,"Si","Si",117349.19,"Si"
663,"France","Female",42,5,124626.07,1,"Si","Si",78004.5,"No"
563,"France","Female",34,6,139810.34,1,"Si","Si",152417.79,"No"
637,"Spain","Female",34,9,0,2,"No","No",26057.08,"No"
544,"France","Male",37,3,84496.71,1,"No","No",79972.09,"No"
649,"Germany","Male",70,9,116854.71,2,"No","Si",107125.79,"No"
638,"France","Female",48,10,138333.03,1,"Si","Si",47679.14,"No"
723,"France","Male",25,3,0,2,"Si","Si",134509.47,"No"
635,"Germany","Male",43,5,78992.75,2,"No","No",153265.31,"No"
750,"Spain","Female",38,7,97257.41,2,"No","Si",179883.04,"No"
730,"France","Male",34,5,122453.37,2,"Si","No",138882.98,"No"
750,"Spain","Female",36,8,112940.07,1,"No","Si",9855.81,"No"
586,"France","Female",43,8,132558.26,1,"Si","No",67046.83,"Si"
520,"France","Female",38,4,0,2,"Si","No",56388.63,"No"
652,"France","Female",48,8,133297.24,1,"Si","No",77764.37,"No"
550,"France","Female",46,7,0,2,"Si","No",130590.35,"No"
594,"France","Male",27,0,197041.8,1,"No","No",151912.49,"No"
749,"Germany","Female",44,0,71497.79,2,"No","No",151083.8,"No"
668,"France","Male",32,7,0,2,"Si","Si",777.37,"No"
614,"Germany","Female",35,6,128100.28,1,"No","No",69454.24,"Si"
773,"France","Male",25,1,124532.78,2,"No","Si",11723.57,"No"
551,"Germany","Male",31,9,82293.82,2,"Si","Si",91565.25,"No"
566,"France","Male",36,1,142120.91,1,"Si","No",79616.37,"No"
569,"Spain","Male",34,0,151839.26,1,"Si","No",102299.81,"Si"
659,"Spain","Male",31,7,149620.88,2,"Si","Si",104533.51,"No"
722,"France","Female",49,3,168197.66,1,"Si","No",140765.57,"Si"
655,"France","Male",37,5,93147,2,"Si","No",66214.13,"No"
615,"France","Female",35,2,97440.02,2,"Si","Si",139816.1,"No"
752,"Germany","Female",42,3,65046.08,2,"No","Si",140139.28,"No"
661,"Spain","Female",28,7,95357.49,1,"No","No",102297.15,"No"
838,"Spain","Male",43,9,123105.88,2,"Si","No",145765.83,"No"
610,"Spain","Male",29,9,0,3,"No","Si",83912.24,"No"
811,"Spain","Male",44,3,0,2,"No","Si",78439.73,"No"
587,"Spain","Male",62,7,121286.27,1,"No","Si",6776.92,"No"
811,"Germany","Female",28,4,167738.82,2,"Si","Si",9903.42,"No"
759,"France","Female",38,1,104091.29,1,"No","No",91561.91,"No"
648,"Germany","Female",42,8,121980.56,2,"Si","No",4027.02,"No"
788,"France","Female",43,10,0,2,"Si","Si",116111.51,"No"
725,"Germany","Male",39,1,50880.98,2,"Si","Si",184023.54,"No"
646,"France","Female",42,3,175159.9,2,"No","No",67124.48,"Si"
601,"Germany","Female",26,7,105514.69,2,"Si","No",50070.59,"No"
521,"Germany","Male",52,5,116497.31,3,"No","No",53793.1,"Si"
561,"Spain","Female",33,6,0,2,"Si","No",45261.47,"No"
564,"France","Male",42,7,99824.45,1,"Si","Si",36721.4,"No"
444,"France","Male",45,6,0,1,"Si","No",130009.85,"Si"
650,"Spain","Male",71,0,0,1,"Si","Si",175380.77,"No"
724,"France","Male",40,10,0,1,"Si","No",127847.25,"Si"
719,"Spain","Male",35,3,122964.88,1,"Si","Si",138231.7,"No"
548,"France","Female",29,4,0,2,"No","Si",48673.18,"No"
635,"Spain","Male",24,4,0,2,"Si","Si",70668.77,"No"
496,"Spain","Female",43,3,0,2,"No","Si",199505.53,"No"
676,"France","Female",37,5,89634.69,1,"Si","Si",169583.18,"Si"
541,"Germany","Male",40,7,95710.11,2,"Si","No",49063.42,"No"
778,"Germany","Male",41,7,139706.31,1,"Si","No",63337.19,"No"
850,"Germany","Female",45,5,103909.86,1,"Si","No",60083.11,"Si"
633,"France","Male",31,1,0,1,"Si","No",48606.71,"No"
625,"France","Male",49,6,173434.9,1,"Si","No",165580.93,"Si"
485,"Spain","Male",32,6,102238.01,2,"Si","Si",194010.12,"No"
547,"France","Female",48,1,179380.74,2,"No","Si",69263.1,"No"
642,"France","Male",32,3,0,2,"Si","Si",88698.83,"No"
718,"France","Female",25,4,108691.95,1,"Si","No",63030.97,"No"
582,"France","Female",32,4,0,2,"Si","No",59668.81,"No"
628,"France","Male",33,6,0,2,"No","No",184230.23,"No"
737,"Germany","Male",35,0,133377.8,1,"No","Si",64050.19,"No"
828,"Spain","Male",34,9,0,2,"Si","Si",81853.98,"No"
609,"Spain","Male",53,10,0,1,"Si","Si",154642.91,"No"
730,"France","Male",39,1,116537.6,1,"No","No",145679.6,"No"
631,"France","Female",22,3,0,2,"No","No",30781.77,"No"
830,"Spain","Male",40,4,0,2,"No","Si",81622.52,"No"
645,"France","Male",29,1,130131.08,2,"No","Si",196474.35,"No"
663,"France","Male",46,3,0,2,"No","Si",176276.1,"No"
678,"Spain","Male",30,0,0,1,"Si","No",35113.08,"No"
521,"France","Male",30,2,107316.09,1,"Si","No",64299.82,"No"
625,"France","Female",24,1,0,2,"Si","Si",180969.55,"No"
523,"France","Male",30,1,83181.29,1,"Si","Si",138176.78,"No"
434,"Germany","Female",58,9,125801.03,2,"Si","No",60891.8,"Si"
729,"Spain","Male",37,10,0,2,"Si","No",100862.54,"No"
513,"France","Male",35,8,0,1,"Si","No",76640.29,"Si"
755,"France","Male",41,6,104817.41,1,"Si","No",126013.58,"Si"
615,"France","Female",30,9,0,1,"Si","No",87347.82,"No"
747,"Germany","Female",32,5,67495.04,2,"No","Si",77370.37,"No"
850,"France","Female",36,0,164850.54,1,"Si","Si",62722.44,"No"
712,"Germany","Female",49,5,154776.42,2,"No","No",196257.68,"No"
622,"Germany","Female",28,1,143124.63,2,"Si","No",81723.8,"No"
548,"France","Female",35,10,0,1,"Si","Si",31299.71,"No"
607,"France","Female",27,2,0,2,"Si","No",63495.86,"No"
653,"France","Female",38,8,102133.38,1,"Si","Si",166520.96,"No"
699,"Spain","Male",26,6,79932.41,1,"No","No",150242.44,"No"
693,"Germany","Male",40,0,120711.73,1,"No","No",27345.18,"Si"
647,"Germany","Female",43,3,122717.53,2,"Si","Si",87000.39,"No"
478,"Spain","Female",36,3,92363.3,2,"Si","No",44912.7,"No"
705,"Spain","Female",40,5,203715.15,1,"Si","No",179978.68,"Si"
719,"Spain","Male",39,5,0,2,"Si","No",145759.7,"No"
726,"France","Male",34,9,0,2,"No","No",14121.61,"No"
626,"France","Male",21,1,0,2,"Si","No",66232.23,"No"
552,"France","Male",49,4,0,1,"Si","Si",190296.76,"Si"
807,"Germany","Female",31,1,93460.47,2,"No","No",172782.69,"No"
621,"France","Male",34,6,0,2,"Si","Si",99128.13,"No"
651,"Germany","Female",24,7,40224.7,1,"Si","Si",178341.33,"No"
673,"France","Female",43,5,168069.73,1,"Si","Si",146992.24,"Si"
652,"France","Male",36,1,0,2,"Si","Si",151314.98,"No"
584,"Germany","Male",47,7,130538.77,1,"Si","No",92915.84,"No"
756,"France","Male",37,3,132623.6,1,"Si","Si",58974,"No"
670,"France","Female",35,3,103465.02,2,"Si","Si",174627.06,"No"
765,"France","Female",50,9,126547.8,1,"Si","Si",79579.94,"Si"
528,"France","Male",30,2,128262.72,2,"Si","No",50771.16,"No"
701,"France","Male",40,5,169742.64,1,"Si","Si",153537.55,"Si"
797,"France","Female",29,1,0,2,"Si","Si",132975.39,"No"
639,"Germany","Male",27,3,150795.81,1,"No","Si",85208.93,"No"
785,"Spain","Female",61,4,129855.72,2,"Si","No",170214.82,"Si"
363,"Spain","Female",28,6,146098.43,3,"Si","No",100615.14,"Si"
764,"France","Female",24,7,0,2,"Si","No",186105.99,"No"
676,"France","Female",43,2,0,1,"Si","Si",55119.53,"No"
718,"Germany","Male",28,4,65643.3,1,"Si","No",28760.99,"No"
590,"Spain","Female",34,6,0,2,"Si","No",171021.44,"No"
584,"France","Male",38,9,104584.16,1,"Si","No",176678.72,"No"
645,"France","Male",41,7,0,1,"No","Si",28667.56,"No"
772,"Germany","Male",30,6,99785.28,2,"No","No",197238.03,"No"
399,"Germany","Male",46,2,127655.22,1,"Si","No",139994.68,"Si"
529,"France","Male",22,5,0,1,"Si","No",151169.83,"No"
463,"France","Male",35,2,101257.16,1,"Si","Si",118113.64,"No"
630,"France","Female",40,7,0,2,"Si","Si",34453.17,"No"
780,"France","Male",76,10,121313.88,1,"No","Si",64872.33,"No"
584,"Spain","Male",32,5,0,2,"Si","No",10956.82,"No"
752,"Germany","Male",30,4,81523.38,1,"Si","Si",36885.85,"No"
697,"France","Female",47,6,128252.66,1,"Si","Si",168053.4,"No"
850,"France","Female",32,7,0,2,"No","No",155227,"No"
711,"France","Male",51,7,0,3,"Si","No",38409.79,"Si"
452,"France","Female",32,5,0,2,"No","Si",75279.39,"No"
610,"Spain","Male",42,6,0,2,"Si","No",158302.59,"Si"
694,"France","Female",22,4,0,2,"Si","Si",11525.72,"No"
579,"Spain","Male",33,6,0,1,"Si","No",94993.04,"Si"
745,"Spain","Female",54,8,0,1,"Si","No",173912.29,"Si"
572,"France","Male",33,5,0,1,"No","Si",41139.05,"No"
505,"Germany","Male",29,3,145541.56,2,"Si","Si",58019.95,"No"
706,"France","Female",23,5,0,1,"No","No",164128.41,"Si"
693,"Germany","Male",44,5,124601.58,2,"Si","Si",46998.13,"Si"
725,"Germany","Female",33,7,115182.84,2,"Si","Si",177279.41,"No"
791,"France","Male",37,2,163789.49,2,"Si","No",75832.53,"No"
536,"France","Male",46,1,65733.41,1,"Si","No",61094.53,"No"
593,"Germany","Female",32,9,134096.53,2,"Si","No",53931.05,"Si"
718,"France","Female",31,0,118100.59,2,"Si","No",103165.15,"No"
811,"Germany","Male",52,10,76915.4,1,"No","No",146359.81,"Si"
823,"Spain","Female",46,3,81576.75,1,"Si","Si",28370.95,"Si"
645,"Spain","Male",49,2,0,2,"No","No",10023.15,"No"
710,"France","Male",33,10,118327.17,2,"Si","Si",192928.82,"No"
591,"Spain","Male",30,8,124857.69,2,"No","No",50485.7,"No"
748,"Germany","Female",27,2,90971.85,1,"Si","Si",131662.47,"No"
850,"France","Female",37,7,153147.75,1,"Si","Si",152235.3,"No"
542,"France","Male",38,8,65942.26,1,"Si","Si",68093.23,"Si"
809,"France","Male",38,3,0,2,"Si","Si",80061.31,"No"
675,"France","Male",54,2,0,1,"Si","No",149583.67,"Si"
607,"Spain","Female",27,5,100912.19,1,"No","No",7631.27,"No"
850,"France","Female",31,4,0,2,"Si","Si",33082.81,"No"
789,"France","Male",37,3,0,1,"Si","No",121883.87,"Si"
598,"France","Female",43,5,0,3,"Si","Si",100722.72,"Si"
575,"Spain","Male",43,3,0,1,"Si","No",83594.51,"No"
717,"France","Female",41,3,135756.96,1,"Si","Si",103706.41,"No"
648,"France","Female",54,9,120633.42,1,"No","No",5924.38,"Si"
535,"Germany","Male",48,5,134542.73,1,"Si","Si",58203.67,"Si"
626,"Spain","Male",29,7,0,2,"Si","No",49361.84,"No"
611,"Spain","Male",52,7,0,1,"No","Si",73585.18,"Si"
734,"Spain","Male",39,6,0,1,"Si","Si",95135.27,"No"
709,"France","Male",49,4,154344.49,2,"Si","Si",38794.57,"No"
591,"France","Male",43,3,0,2,"No","Si",198926.36,"No"
664,"France","Male",43,9,189026.53,2,"Si","Si",56099.86,"No"
431,"France","Male",37,0,120764.08,1,"Si","Si",117023.08,"No"
647,"Germany","Female",22,3,97975.82,2,"No","Si",62083,"No"
578,"France","Male",32,4,0,2,"Si","Si",141822.8,"No"
555,"Germany","Male",41,10,113270.2,2,"Si","Si",185387.14,"No"
523,"France","Female",73,7,0,2,"No","No",130883.9,"Si"
685,"Germany","Female",30,4,84958.6,2,"No","Si",194343.72,"No"
673,"Germany","Female",29,4,99097.36,1,"Si","Si",9796.69,"No"
503,"Germany","Male",30,10,136622.55,2,"No","No",47310.24,"No"
485,"Germany","Female",30,5,156771.68,1,"Si","Si",141148.21,"No"
799,"Germany","Male",28,7,167658.33,2,"Si","Si",111138.25,"No"
585,"Spain","Female",33,8,0,2,"Si","No",114182.07,"No"
607,"Germany","Female",24,2,109483.54,2,"No","Si",127560.77,"No"
521,"Germany","Female",40,9,134504.78,1,"Si","No",18082.06,"No"
535,"France","Female",44,2,114427.86,1,"Si","Si",136330.26,"No"
595,"Germany","Female",25,7,106570.34,2,"No","Si",177025.79,"No"
461,"France","Female",28,8,0,1,"Si","Si",103349.74,"No"
630,"France","Male",50,1,81947.76,1,"No","Si",63606.22,"Si"
661,"France","Female",31,7,144162.3,2,"Si","Si",14490.79,"No"
796,"Germany","Male",39,5,86350.87,2,"No","No",105080.53,"No"
710,"France","Male",47,5,158623.14,1,"No","No",83499.89,"Si"
741,"France","Male",32,8,0,2,"Si","No",143598.7,"No"
606,"Germany","Male",48,4,132403.56,1,"No","No",36091.91,"Si"
747,"France","Male",27,10,0,2,"No","No",13007.89,"No"
549,"Germany","Female",43,3,134985.66,1,"Si","No",6101.41,"No"
576,"France","Male",36,6,0,2,"Si","Si",48314,"No"
528,"France","Male",37,6,103772.45,1,"Si","No",197111.99,"No"
535,"France","Male",33,2,133040.32,1,"Si","Si",110299.78,"No"
575,"Spain","Female",37,0,0,2,"No","No",30114.32,"No"
656,"France","Male",39,10,0,2,"Si","Si",98894.64,"No"
440,"France","Male",42,2,0,2,"Si","No",49826.68,"No"
539,"Spain","Male",38,8,71460.67,2,"Si","Si",10074.05,"No"
850,"Spain","Male",39,6,133214.13,1,"No","Si",20769.88,"No"
646,"France","Female",37,7,96558.66,1,"No","No",163427.18,"No"
744,"France","Male",54,6,93806.31,2,"No","Si",140068.77,"No"
710,"Spain","Female",36,8,0,2,"No","No",83206.19,"No"
544,"France","Female",64,3,124043.8,1,"Si","Si",111402.97,"Si"
723,"Germany","Male",52,5,131694.97,1,"No","Si",92873.5,"Si"
507,"Spain","Female",29,6,0,2,"No","Si",94780.9,"No"
787,"France","Female",35,1,106266.8,1,"Si","Si",16607.15,"No"
598,"Spain","Male",41,8,0,2,"Si","Si",161954.43,"No"
654,"Germany","Male",37,5,112146.12,1,"Si","No",75927.35,"No"
530,"France","Female",33,4,129307.32,1,"Si","Si",172930.28,"No"
656,"Spain","Male",69,6,163975.09,1,"Si","Si",36108.5,"No"
520,"Spain","Male",43,7,0,2,"Si","Si",36202.74,"No"
602,"Germany","Female",42,6,158414.85,1,"Si","Si",131886.46,"No"
701,"Germany","Female",48,1,92072.68,1,"Si","Si",133992.36,"No"
653,"Spain","Female",30,2,88243.29,2,"Si","Si",96658.26,"No"
668,"Spain","Male",25,8,0,2,"Si","Si",135112.09,"No"
652,"France","Male",48,4,59486.31,1,"Si","No",163944.18,"Si"
639,"Spain","Female",54,2,0,2,"Si","Si",53843.71,"No"
730,"Spain","Female",52,7,0,2,"No","Si",122398.84,"No"
780,"France","Male",34,1,0,1,"Si","Si",64804.04,"No"
592,"France","Female",38,8,119278.01,2,"No","Si",19370.73,"No"
628,"France","Male",34,4,158741.43,2,"Si","Si",126192.54,"No"
658,"France","Female",40,7,140596.95,1,"No","Si",135459.02,"Si"
850,"Spain","Female",29,10,0,2,"Si","Si",94815.04,"No"
515,"Germany","Male",37,2,90432.92,1,"Si","Si",188366.04,"Si"
571,"France","Female",35,1,104783.81,2,"No","Si",178512.52,"No"
760,"Germany","Male",42,0,77992.97,2,"Si","Si",97906.38,"No"
771,"France","Male",32,5,62321.62,1,"Si","Si",40920.59,"No"
601,"Germany","Female",48,8,120782.7,1,"Si","No",63940.68,"Si"
670,"France","Female",42,1,115961.58,2,"No","Si",29483.87,"No"
517,"France","Male",28,2,115062.61,1,"Si","No",179056.23,"No"
834,"France","Female",49,8,160602.25,2,"Si","No",129273.94,"No"
571,"France","Female",42,4,108825.34,3,"Si","No",55558.51,"Si"
576,"Germany","Female",36,8,166287.85,1,"Si","Si",23305.85,"No"
718,"France","Female",31,1,152663.77,1,"No","Si",17128.64,"No"
636,"Germany","Female",31,9,80844.69,2,"Si","Si",74641.9,"No"
566,"Germany","Female",40,2,97001.36,2,"Si","No",154486.01,"No"
711,"France","Male",64,4,0,2,"Si","Si",3185.67,"No"
574,"France","Female",39,2,122524.61,2,"Si","No",88463.63,"No"
619,"France","Female",35,8,132292.63,1,"Si","No",65682.93,"No"
588,"France","Female",24,0,0,2,"Si","Si",140586.08,"No"
760,"Germany","Female",49,9,91502.99,1,"Si","No",117232.9,"Si"
665,"France","Male",52,3,0,1,"Si","No",116137.01,"Si"
739,"Germany","Male",29,3,59385.98,2,"Si","Si",105533.96,"No"
641,"France","Male",77,9,0,3,"Si","Si",81514.06,"No"
685,"Germany","Female",21,6,97956.5,1,"Si","Si",164966.27,"No"
594,"France","Female",49,4,0,2,"Si","Si",23631.55,"No"
557,"Spain","Female",40,4,0,2,"No","Si",105433.53,"No"
697,"France","Male",27,8,141223.68,2,"Si","No",90591.15,"No"
656,"France","Male",18,10,151762.74,1,"No","Si",127014.32,"No"
712,"Germany","Male",43,1,141749.74,2,"No","Si",90905.26,"No"
689,"Spain","Male",38,5,75075.14,1,"Si","Si",8651.92,"Si"
697,"France","Female",25,4,165686.11,2,"Si","No",15467.98,"No"
589,"France","Male",38,2,0,1,"Si","No",79915.28,"No"
525,"Spain","Female",25,10,0,2,"Si","No",69361.95,"No"
680,"France","Male",44,3,0,2,"Si","No",86935.08,"No"
617,"France","Female",28,0,0,2,"Si","Si",7597.83,"Si"
680,"France","Male",32,5,92961.61,1,"Si","No",116957.6,"No"
662,"Spain","Female",30,9,0,2,"No","Si",157884.83,"No"
736,"Germany","Male",46,5,130812.91,1,"Si","Si",77981.54,"Si"
657,"Germany","Male",57,8,107174.58,1,"Si","Si",126369.55,"Si"
350,"Spain","Male",54,1,152677.48,1,"Si","Si",191973.49,"Si"
617,"France","Male",30,3,132005.77,1,"Si","No",142940.39,"No"
562,"France","Male",35,7,0,1,"No","No",48869.67,"No"
705,"Spain","Female",23,5,0,2,"Si","Si",73131.73,"No"
516,"France","Female",33,7,127305.5,1,"Si","Si",120037.36,"No"
573,"France","Female",37,6,0,2,"Si","No",193995.37,"No"
538,"Spain","Female",31,0,0,2,"No","No",179453.66,"No"
699,"France","Male",39,9,0,1,"Si","No",80963.92,"No"
594,"Germany","Male",41,2,122545.65,2,"Si","Si",42050.24,"No"
513,"France","Female",37,6,0,2,"Si","No",110142.34,"No"
652,"Germany","Female",26,1,131908.35,1,"Si","Si",179269.79,"No"
680,"Germany","Female",42,7,105722.69,1,"Si","Si",90558.24,"Si"
784,"Spain","Male",33,10,0,2,"Si","No",162022.47,"No"
812,"Spain","Female",44,8,0,3,"Si","No",66926.83,"Si"
784,"Spain","Female",40,8,0,2,"Si","No",108891.3,"No"
570,"France","Female",18,4,82767.42,1,"Si","No",71811.9,"No"
712,"France","Female",42,1,87842.98,1,"No","No",92223.59,"No"
705,"Spain","Male",39,6,133261.13,1,"Si","Si",78065.9,"No"
681,"Spain","Female",32,3,0,2,"Si","Si",59679.9,"No"
620,"France","Male",41,0,97925.11,1,"Si","No",85000.32,"No"
711,"France","Male",52,5,0,1,"Si","Si",159808.95,"No"
613,"France","Female",24,7,140453.91,1,"Si","No",129001.3,"No"
613,"Germany","Female",20,0,117356.19,1,"No","No",113557.7,"Si"
682,"Spain","Male",36,5,0,2,"Si","Si",147758.51,"No"
850,"Spain","Male",37,4,137204.77,1,"Si","Si",28865.59,"No"
601,"France","Female",41,1,0,2,"No","Si",160607.06,"No"
595,"Spain","Male",35,8,0,1,"Si","No",100015.79,"Si"
675,"Spain","Male",36,3,54098.18,2,"No","Si",54478.52,"No"
591,"Spain","Male",31,8,0,1,"Si","Si",141677.33,"No"
602,"France","Male",23,7,113758.48,2,"No","No",84077.6,"No"
554,"Spain","Female",34,8,0,1,"No","Si",106981.03,"No"
541,"France","Male",37,9,118636.92,1,"Si","Si",73551.44,"No"
506,"France","Male",34,7,0,2,"No","No",115842.1,"No"
814,"Germany","Male",44,8,95488.82,2,"No","No",107013.59,"No"
683,"France","Male",30,8,110829.52,2,"No","No",24938.84,"No"
485,"Germany","Male",51,7,144244.59,2,"Si","No",51113.14,"No"
696,"Germany","Female",31,8,122021.92,2,"Si","No",33828.64,"No"
608,"France","Female",30,8,0,2,"Si","No",128875.86,"No"
792,"France","Male",50,9,0,4,"Si","Si",194700.81,"Si"
686,"Spain","Male",22,5,0,2,"Si","No",158974.45,"No"
790,"Germany","Male",42,1,85839.62,1,"Si","No",198182.73,"No"
654,"France","Female",29,4,96974.97,1,"No","Si",141404.07,"No"
452,"France","Male",35,4,148172.44,1,"Si","Si",4175.68,"No"
719,"Spain","Male",38,0,0,1,"Si","No",126876.47,"No"
707,"France","Female",40,5,0,2,"Si","No",41052.82,"No"
699,"France","Female",49,2,0,1,"No","No",105760.01,"No"
850,"Spain","Male",30,2,0,2,"No","Si",27937.12,"No"
828,"Spain","Male",28,8,134766.85,1,"Si","No",79355.87,"No"
850,"Germany","Male",30,5,123210.56,2,"Si","Si",102180.27,"No"
712,"Spain","Male",47,1,139887.01,1,"Si","Si",95719.73,"No"
634,"France","Male",44,9,149961.11,1,"Si","No",57121.51,"No"
730,"Germany","Male",45,6,152880.97,1,"No","No",162478.11,"No"
685,"Germany","Male",43,9,108589.47,2,"No","Si",194808.51,"No"
809,"Spain","Male",33,9,0,1,"Si","Si",124045.65,"No"
707,"Spain","Female",35,3,56674.48,1,"Si","No",17987.4,"Si"
648,"Spain","Male",32,8,0,1,"Si","No",133653.38,"No"
760,"Spain","Female",57,1,0,2,"Si","Si",25101.17,"No"
805,"Germany","Female",33,3,105663.56,2,"No","Si",33330.89,"No"
585,"France","Female",39,7,0,2,"Si","No",2401.26,"No"
595,"Spain","Female",30,5,100683.54,1,"Si","Si",178361.04,"No"
630,"France","Male",42,6,0,2,"Si","No",162697.93,"No"
627,"Germany","Male",29,5,139541.58,2,"Si","No",80607.33,"No"
631,"Germany","Female",37,2,121801.72,2,"No","Si",23146.62,"No"
776,"Germany","Male",38,5,112281.7,1,"No","Si",89893.6,"No"
676,"Spain","Female",36,4,0,2,"Si","Si",3173.31,"No"
758,"Spain","Female",40,5,93499.82,2,"No","No",123218.81,"No"
637,"France","Male",33,0,132255.99,2,"No","Si",74588.41,"No"
529,"France","Male",30,2,116295.29,1,"Si","No",75285.47,"No"
