"","MinTemp","MaxTemp","Rainfall","Evaporation","Sunshine","WindGustDir","WindGustSpeed","WindSpeed9am","Humidity9am","Pressure9am","Temp9am"
"50477",16.4,32.4,0,NA,NA,"ENE",37,9,61,1017.1,20.1
"50478",14.3,33.3,0,NA,NA,"SSW",39,0,68,1012.4,20.9
"50479",20.3,33.1,0,NA,NA,"SSW",65,13,67,1012.4,23
"50480",17,29.7,65.2,NA,NA,"E",35,0,85,1007.9,19.9
"50481",18.3,25.9,0.8,NA,NA,"N",31,7,90,1008.5,19.7
"50482",16.7,24.9,14,NA,NA,"SSW",35,15,82,1003.5,19
"50483",15.2,28.4,0,NA,NA,"ENE",35,9,76,1012.7,18.3
"50484",15.5,30.3,0,NA,NA,"WNW",39,4,73,1011.7,20.2
"50485",12.2,18.9,9.2,NA,NA,"SSE",54,20,69,1017.4,13.8
"50486",11.7,17.1,0,NA,NA,"S",50,22,61,1022.9,13
"50487",13,22.9,0,NA,NA,"ENE",39,13,75,1023.6,15.3
"50488",9.7,24.1,0,NA,NA,"NE",31,11,63,1022.9,17.8
"50489",12.1,26.3,0,NA,NA,"NE",26,9,59,1022.3,18.4
"50490",11.5,27.5,0,NA,NA,"NW",33,4,70,1020.6,17.3
"50491",10.3,30.1,0,NA,NA,"ENE",28,4,83,1019.4,16
"50492",10.6,27.4,0,NA,NA,"NNE",33,4,74,1022.6,16.6
"50493",11.5,27.6,0,NA,NA,"NNE",22,0,89,1021,15.3
"50494",13.2,31,0,NA,NA,"SW",30,0,82,1019.4,17
"50495",14,27.5,1,NA,NA,"NE",24,4,72,1020.9,19
"50496",16.7,28.6,0,NA,NA,"NNW",26,7,72,1020.7,19.2
"50497",11.5,28.2,0,NA,NA,"NW",31,4,77,1013.5,17.1
"50498",16.5,27.5,0,NA,NA,"NNE",44,7,79,1012.1,19.2
"50499",17.6,26.9,0.2,NA,NA,"E",30,7,78,1016.3,18.2
"50500",16.1,27.5,0,NA,NA,"W",43,9,79,1013.2,17.7
"50501",10.8,18.3,0,NA,NA,"SSE",48,26,50,1014.7,12.4
"50502",5.5,20.8,0,NA,NA,"S",35,11,55,1021,10.7
"50503",4.2,22,0,NA,NA,"ENE",26,4,75,1024.4,10
"50504",7.1,24.4,0,NA,NA,"NW",26,0,74,1024.9,12.8
"50505",10.5,24.2,0.8,NA,NA,"NNW",44,0,86,1017.7,14.9
"50506",14.9,24,10,NA,NA,"WNW",48,20,73,1011.3,19.8
"50507",10,23.7,0,NA,NA,"NW",37,11,59,1016.3,16.3
"50508",5.4,25.7,0,NA,NA,"WNW",39,4,85,1016,11
"50509",5.8,26,0,NA,NA,"NE",30,0,75,1019.4,11.6
"50510",11.6,27.6,0,NA,NA,"N",30,0,93,1019,14.8
"50511",8.6,29.8,0,NA,NA,"NNW",35,0,85,1019.1,12.6
"50512",12.6,25,0,NA,NA,"NNW",46,13,65,1015.2,22
"50513",4.9,21.1,1,NA,NA,"ENE",35,19,59,1018.9,11.1
"50514",3.1,23.3,0,NA,NA,"N",35,0,82,1016.1,8.4
"50515",8.4,22.6,0,NA,NA,"SSW",26,7,72,1012.1,13.4
"50516",7.4,22.2,0,NA,NA,"NNW",35,2,82,1018.9,12.2
"50517",3.2,23.8,0,NA,NA,"WNW",24,0,87,1016.8,8.2
"50518",8.2,18.5,0.2,NA,NA,"SSE",35,9,70,1021.6,12.4
"50519",4.3,18.3,0,NA,NA,"ENE",22,4,76,1029.5,10.5
"50520",10.4,22.5,0,NA,NA,"NE",28,6,78,1031.2,14.2
"50521",6.3,22.5,0,NA,NA,"E",28,0,85,1028.7,11.7
"50522",6.2,23.5,6.6,NA,NA,"W",17,0,85,1024.8,12.6
"50523",5.5,23.7,0.6,NA,NA,"SE",31,4,85,1026.2,12
"50524",5.3,24,0,NA,NA,"ENE",22,2,81,1027.9,12.8
"50525",6.2,24.5,0,NA,NA,"WSW",20,0,81,1025,12.6
"50526",5.5,25.8,0,NA,NA,"NE",48,4,71,1024.2,13.4
"50527",10.4,24.6,0,NA,NA,"W",46,6,70,1026.8,17
"50528",5.5,24.9,0,NA,NA,"NW",31,2,69,1021.2,14.8
"50529",6.7,27.6,0,NA,NA,"W",31,4,66,1015.7,15.5
"50530",9.5,23.6,0,NA,NA,"W",30,0,68,1010.9,14.9
"50531",11.5,19.9,1.8,NA,NA,"ENE",24,11,70,1016,13.4
"50532",4.8,20.4,0,NA,NA,"ENE",22,6,79,1017.9,11.6
"50533",9.3,21.7,0,NA,NA,"S",37,13,64,1015.6,15
"50534",7.1,14.8,0,NA,NA,"SSW",50,28,52,1016.9,10.3
"50535",8.4,16.6,0.4,NA,NA,"SSE",54,28,62,1017.8,11.9
"50536",0.5,18,0,NA,NA,"NW",30,0,70,1016.3,8.6
"50537",7.8,16.9,3.4,NA,NA,"WNW",33,11,95,1010,10
"50538",3.7,19,0,NA,NA,"WNW",33,6,72,1013,11.7
"50539",-0.9,18.5,0,NA,NA,"NW",35,4,75,1019.2,7.8
"50540",0.2,19.8,0,NA,NA,"WNW",33,2,70,1022.8,8.7
"50541",2.6,24.2,0,NA,NA,"WNW",30,2,64,1022.7,13.1
"50542",1.2,23.5,0,NA,NA,"NW",33,2,75,1022.6,9.1
"50543",9.1,24.6,0,NA,NA,"WNW",39,6,45,1018.8,17.3
"50544",2.9,23.2,0,NA,NA,"W",28,2,56,1023.2,13.1
"50545",12.1,21.4,2.2,NA,NA,"NW",26,6,91,1025.6,14
"50546",5.2,21.5,0,NA,NA,"WSW",43,4,82,1020.6,11.9
"50547",2.9,16,0,NA,NA,"S",46,28,58,1026.9,9.3
"50548",-1.9,21.1,0,NA,NA,"WNW",30,0,74,1027.2,6.4
"50549",6.3,23.1,0,NA,NA,"WNW",41,19,42,1018.6,18
"50550",-0.8,15.8,0,NA,NA,"WNW",48,19,57,1026.6,7.7
"50551",-1.1,17.1,0,NA,NA,"ENE",28,11,61,1028.1,8.4
"50552",5.5,17.5,0,NA,NA,"SSE",22,4,73,1030.3,10.3
"50553",7.3,20.2,0,NA,NA,"NW",20,6,73,1031.9,11.5
"50554",1.1,22,0,NA,NA,"WNW",19,0,78,1032.4,8.8
"50555",1.6,23.3,0,NA,NA,"NE",20,6,74,1033.2,9.6
"50556",1.6,22.3,0,NA,NA,"NE",26,2,74,1032.1,9.7
"50557",6.4,20.7,0,NA,NA,"WNW",30,0,79,1027.5,12.6
"50558",7.7,12.7,0.2,NA,NA,"N",33,2,87,1018.9,11
"50559",-0.2,13.5,6.4,NA,NA,"WNW",37,6,95,1014.8,5.3
"50560",1.9,12.1,1,NA,NA,"NW",31,4,99,1012.2,7.1
"50561",7.1,13.4,0.4,NA,NA,"WNW",54,20,60,1009.1,10.3
"50562",7.1,13.8,0,NA,NA,"W",35,19,58,1012.7,10.7
"50563",-3.2,15.4,0,NA,NA,"NW",31,0,93,1015.9,3.8
"50564",-4,15.4,0,NA,NA,"SW",35,0,76,1018.1,3.3
"50565",-2.6,16,0,NA,NA,"WNW",31,0,87,1019.3,3.6
"50566",3.6,17.5,1.6,NA,NA,"WNW",28,9,76,1016,10.5
"50567",-2.5,10.8,0,NA,NA,"S",24,0,89,1015.8,3
"50568",3,13.3,2.4,NA,NA,"SSE",43,19,81,1017,9.3
"50569",6.5,16,0,NA,NA,"SSE",30,13,64,1023,9.3
"50570",-1.8,15.1,0,NA,NA,"N",17,4,100,1025.8,1.2
"50571",-3.6,9.7,0.2,NA,NA,"NW",17,0,99,1028.2,1.1
"50572",-2,16.3,0,NA,NA,"ESE",46,11,69,1031.1,9.7
"50573",2.5,17.4,0,NA,NA,"NW",20,0,92,1033.1,9.3
"50574",0.5,17.9,0,NA,NA,"NW",31,0,100,1031.6,5.5
"50575",4.6,16,0,NA,NA,"NW",19,0,99,1030,7
"50576",5.1,16.9,0.4,NA,NA,"WNW",24,0,100,1028.3,10.7
"50577",8,13.2,1.4,NA,NA,"NNW",35,7,90,1019.4,11.5
"50578",8.9,13.3,23.8,NA,NA,"SSE",50,17,84,1011.9,8.9
"50579",-2.7,12.7,0,NA,NA,"NW",19,0,78,1023.5,4
"50580",-0.7,16.4,0,NA,NA,"NNE",19,0,87,1028.2,6.1
"50581",-0.3,14.5,0,NA,NA,"N",28,7,99,1027.2,3.4
"50582",2.3,14.1,0,NA,NA,"N",24,0,100,1024.4,5.1
"50583",5.1,15,0,NA,NA,"NW",46,17,71,1019.9,11.7
"50584",-2.5,13.6,0,NA,NA,"NNW",20,4,98,1032.5,2.8
"50585",-2.1,13.8,0,NA,NA,"NW",19,4,99,1029.5,2
"50586",-2,14.6,0.2,NA,NA,"NNE",24,0,99,1022.2,1.7
"50587",1.7,13.4,0,NA,NA,"NNW",17,0,99,1022.8,3.6
"50588",0.2,9.2,0,NA,NA,"WSW",15,0,100,1015.3,4.8
"50589",4.8,13.6,19.2,NA,NA,"NW",28,6,100,1007.4,8.8
"50590",7,15,0.2,NA,NA,"S",37,11,76,1006.1,9.4
"50591",6.6,13.6,0,NA,NA,"SSW",41,17,56,1013.6,9.1
"50592",-1.6,14,0,NA,NA,"S",24,2,85,1016.8,5.2
"50593",-0.3,13.8,0,NA,NA,"SW",22,2,87,1012.7,5.2
"50594",-0.6,12.6,0,NA,NA,"SSE",33,2,99,1016.3,2.5
"50595",2.4,11.6,0,NA,NA,"S",44,19,63,1024.7,7.8
"50596",-1,11.3,0,NA,NA,"SSW",28,13,74,1026.2,6.2
"50597",-3.9,12.6,0,NA,NA,"WNW",15,0,93,1023.3,-0.1
"50598",-5.5,11.6,0,NA,NA,"S",33,0,90,1027.1,1.5
"50599",-0.9,9.6,0.2,NA,NA,"S",41,19,68,1031.5,6.2
"50600",5.6,9.3,1.8,NA,NA,"S",43,20,88,1025.9,6.6
"50601",5.7,13.3,30.6,NA,NA,"S",54,26,70,1021.5,9
"50602",8,15.4,0,NA,NA,"S",43,19,68,1024.9,9.6
"50603",1.4,14.6,0,NA,NA,"SW",15,2,94,1025.6,6.8
"50604",4,16.1,0,NA,NA,"SW",17,6,93,1025.8,8.5
"50605",7.7,13.5,2.2,NA,NA,"ENE",19,0,100,1026.9,8.6
"50606",1.3,15.4,0.2,NA,NA,"WNW",15,7,92,1028.3,6.9
"50607",0.6,9.5,0,NA,NA,"NW",20,2,100,1026.8,2.7
"50608",-0.8,7.1,0,NA,NA,"N",15,6,100,1026.6,0.9
"50609",0,8.8,0.2,NA,NA,"NW",20,6,99,1026.3,0
"50610",-2,13,0,NA,NA,"WNW",50,15,85,1017.9,6.8
"50611",4,10.3,0.6,NA,NA,"WNW",56,20,51,1010.3,8.8
"50612",4.9,11.6,0,NA,NA,"WNW",48,17,49,1018.9,8.9
"50613",-0.2,13.5,0,NA,NA,"WNW",30,6,91,1027.5,5.5
"50614",-1.5,13.4,0,NA,NA,"WSW",20,6,98,1032.9,4.1
"50615",-4.3,12.8,0,NA,NA,"SSW",28,13,75,1037.3,4.8
"50616",1.8,12.6,0,NA,NA,"W",13,0,80,1035.1,4.3
"50617",-0.4,14.5,0,NA,NA,"WNW",15,0,100,1036.9,0.5
"50618",-2.1,14.4,0.2,NA,NA,"N",17,4,NA,1032.9,NA
"50619",2.3,14.1,0,NA,NA,"ENE",11,4,84,1030.6,6.7
"50620",1.8,10.3,0,NA,NA,"W",15,6,98,1029,7
"50621",6.8,11.8,5.2,NA,NA,"N",22,9,99,1025.3,10.3
"50622",10.2,13.9,4.6,NA,NA,"NNW",15,0,100,1025.9,10.8
"50623",9.8,15.4,3.4,NA,NA,"N",24,11,100,1024.6,11.7
"50624",4.6,16.5,1,NA,NA,"N",31,0,100,1024,7.8
"50625",7.8,15.4,6.6,NA,NA,"NNW",43,17,NA,1013.5,NA
"50626",6.1,10.7,17,NA,NA,"WNW",69,13,83,1008.5,8.7
"50627",2,8.2,5.8,NA,NA,"WNW",39,11,70,1015.3,4.2
"50628",0.8,9.8,0,NA,NA,"NW",52,15,62,1018.1,6.2
"50629",-0.9,13.3,0,NA,NA,"SE",30,0,92,1021.4,3.8
"50630",-0.8,14,0,NA,NA,"S",20,13,64,1030,7
"50631",-5.2,11.8,0,NA,NA,"N",20,2,86,1031.4,0
"50632",-2.1,13,0,NA,NA,"N",20,2,100,1027.7,1.7
"50633",-4.1,14.7,0,NA,NA,"NNW",20,2,90,1031.8,1.4
"50634",-1.9,13.8,0,NA,NA,"N",26,0,83,1030.8,2.5
"50635",2.5,14.8,0,NA,NA,"N",28,6,76,1024.9,9.8
"50636",7.6,15.7,3.6,NA,NA,"NW",17,6,100,1021.5,9.3
"50637",3.5,14.9,0,NA,NA,"NW",20,2,79,1026.1,7.4
"50638",-0.5,14.7,0,NA,NA,"N",20,0,100,1024.9,3.8
"50639",-1.4,13.9,0,NA,NA,"WNW",44,2,96,1017.4,3.3
"50640",3.3,12.5,0.2,NA,NA,"WNW",41,15,57,1016.1,7.6
"50641",6.7,12.3,0,NA,NA,"W",48,20,62,1013.4,9
"50642",5.7,11,0,NA,NA,"WNW",31,15,72,1017.8,8
"50643",6.3,10.5,0.8,NA,NA,"NW",43,15,83,1010.8,8.7
"50644",-0.2,11.2,2.4,NA,NA,"NNW",28,9,NA,1013.8,NA
"50645",3.9,11.5,1.6,NA,NA,"SSE",43,15,78,1011.7,6
"50646",-2.5,10.1,0,NA,NA,"ENE",30,6,NA,1019.1,NA
"50647",2.8,19.1,0,NA,NA,"WSW",37,11,69,1016.6,9.3
"50648",-3.9,15.6,0,NA,NA,"WNW",37,2,90,1019.2,2.2
"50649",1,13.5,3,NA,NA,"WNW",57,7,100,1006.2,7.9
"50650",5.2,13.4,2,NA,NA,"W",50,15,53,1014.4,9.3
"50651",7.3,16,0,NA,NA,"WNW",50,28,47,1011.6,12.4
"50652",2.6,14.3,1.8,NA,NA,"W",50,9,53,1020.2,8
"50653",-1.1,14.6,0,NA,NA,"NNW",31,7,98,1023.5,2.9
"50654",2.9,15.1,4.4,NA,NA,"WNW",54,7,90,1010.1,8.6
"50655",6,15.4,0,NA,NA,"WNW",61,17,59,1015.5,9.8
"50656",6.6,11,0,NA,NA,"WNW",57,19,58,1010.6,9
"50657",0.8,10.1,0,NA,NA,"WSW",41,17,47,1014.5,6.4
"50658",1.5,11.7,0,NA,NA,"W",37,7,65,1016.3,6.7
"50659",3.7,12.1,0,NA,NA,"WNW",39,17,71,1012.5,7.4
"50660",5.7,11.4,1,NA,NA,"WNW",46,26,66,1009.1,10.2
"50661",2.1,16.8,0,NA,NA,"N",31,4,67,1021.4,10.8
"50662",3.5,17.7,0,NA,NA,"NNW",31,6,77,1025,9.1
"50663",-1,15.9,0,NA,NA,"WNW",20,6,83,1026.4,4.9
"50664",2.4,18.1,0,NA,NA,"NW",26,2,68,1023.5,9.3
"50665",0.3,20.2,0,NA,NA,"S",35,2,74,1023.6,8.6
"50666",4.5,17.1,6.8,NA,NA,"E",15,6,93,1023.9,9.3
"50667",5.6,18.5,6.2,NA,NA,"WNW",48,20,57,1014.6,15.2
"50668",1.9,19.3,0,NA,NA,"W",28,4,82,1024,7.5
"50669",0.2,20.9,0,NA,NA,"W",20,6,68,1029.3,9.6
"50670",1.2,25.4,0,NA,NA,"NNE",24,2,77,1032.2,9.5
"50671",2.5,23.5,0,NA,NA,"NNW",19,0,72,1034.4,11.5
"50672",3.3,21.7,0,NA,NA,"N",31,2,81,1033,12.1
"50673",6.7,22,0,NA,NA,"NW",28,7,79,1029.2,13.1
"50674",6.9,22.4,0,NA,NA,"NNW",33,0,79,1027.8,13.2
"50675",6,24.2,0,NA,NA,"W",44,11,59,1023.2,17
"50676",5.7,19.8,0,NA,NA,"NNE",28,4,73,1026.2,12
"50677",3.9,22.1,0,NA,NA,"NNW",39,0,81,1021.2,10.7
"50678",10.7,19.7,0,NA,NA,"W",56,20,45,1006.6,17.1
"50679",8.5,16.7,0,NA,NA,"WSW",39,19,46,1010.3,11.3
"50680",3.5,17.9,0,NA,NA,"SSE",50,7,57,1014,12.2
"50681",0.8,13.6,0,NA,NA,"ENE",31,9,58,1021.1,7.9
"50682",6.8,18.6,12.6,NA,NA,"E",35,7,81,1014.2,11.1
"50683",6.7,18.2,1.8,NA,NA,"E",28,0,82,1019.2,11
"50684",9.2,13.3,0,NA,NA,"ENE",28,15,73,1014.4,12.6
"50685",10.6,14.1,76.2,NA,NA,"W",28,13,91,997.3,11.2
"50686",11.1,17.5,14.8,NA,NA,"W",52,17,75,1001.8,12.9
"50687",7.5,13.6,2.2,NA,NA,"W",50,19,60,1005.9,10.3
"50688",2.3,14.5,0,NA,NA,"NNW",46,22,61,1006.3,10.3
"50689",0.7,18.3,0,NA,NA,"NW",28,4,72,1015.3,10.6
"50690",0.7,18,0,NA,NA,"N",19,4,81,1015.8,8.9
"50691",1.6,23.3,0.2,NA,NA,"W",31,0,69,1012.5,12.8
"50692",6.7,25.4,0,NA,NA,"W",41,17,48,1004.5,17.2
"50693",4.7,24.8,0,NA,NA,"W",43,7,58,1010.3,17.1
"50694",5.1,18.3,0,NA,NA,"WSW",69,26,50,1002.7,18.2
"50695",-1.1,19.1,0,NA,NA,"NNW",35,6,50,1020.2,10.1
"50696",0.6,17.6,0,NA,NA,"W",74,17,49,1010,15
"50697",2.1,21.5,0,NA,NA,"W",33,6,55,1017.2,12.3
"50698",4.4,24.2,0,NA,NA,"N",39,13,67,1016.7,11.9
"50699",9.5,21.5,0,NA,NA,"W",59,28,27,1001.7,20
"50700",5.9,17.6,1.2,NA,NA,"W",61,17,47,1012.9,13.4
"50701",5.8,15.9,0,NA,NA,"SSE",39,22,57,1012.5,10.1
"50702",-0.7,18.7,0,NA,NA,"NNE",26,11,52,1022.8,9.8
"50703",1.3,20.8,0,NA,NA,"NW",35,6,66,1016.6,11.4
"50704",3.5,26,0,NA,NA,"WSW",69,0,67,1011.6,12.2
"50705",3.3,19.9,0,NA,NA,"ESE",35,4,63,1011.6,12.5
"50706",3.8,19.5,0.2,NA,NA,"S",30,11,66,1015.4,11.6
"50707",2.1,25.9,0,NA,NA,"W",50,2,72,1019.1,11.1
"50708",7.7,28.6,0,NA,NA,"WNW",52,19,24,1010.2,22.3
"50709",4.6,22.2,0,NA,NA,"WSW",48,6,57,1013.4,12.9
"50710",1.2,25,0,NA,NA,"N",31,2,62,1015.9,10.6
"50711",2.3,26.2,0,NA,NA,"W",57,6,61,1003.2,12.7
"50712",3.9,17.5,0.8,NA,NA,"WSW",48,9,50,1014.9,8.1
"50713",-1.7,19.3,0,NA,NA,"NW",44,4,65,1022.1,7.9
"50714",4.9,23,0,NA,NA,"SSW",46,15,42,1017.8,14.2
"50715",9.9,20.4,0,NA,NA,"WSW",57,28,19,1004,19.5
"50716",-2,20.3,0,NA,NA,"SSW",30,0,46,1026.1,8.5
"50717",0,24.2,0,NA,NA,"NNW",28,2,53,1027.8,9.9
"50718",2.7,27.3,0,NA,NA,"W",37,0,59,1021.7,12.6
"50719",5.8,31.4,0,NA,NA,"SW",37,0,52,1017.8,16.6
"50720",14.1,21.1,5.4,NA,NA,"NW",24,0,80,1016.3,17.2
"50721",15.2,19.1,4.4,NA,NA,"W",52,28,59,1006.7,16.3
"50722",8.2,15.6,0,NA,NA,"WSW",46,22,51,1012.3,11
"50723",-1.4,19.5,0,NA,NA,"WSW",44,7,50,1021.9,9.2
"50724",0.4,21.9,0,NA,NA,"SW",39,6,51,1021.6,10.8
"50725",1.8,20.8,0,NA,NA,"NE",35,4,61,1022.8,11.8
"50726",11.3,22.7,0,NA,NA,"NNE",26,0,77,1019.5,12.9
"50727",7.4,18.9,0,NA,NA,"S",50,20,63,1009.2,16
"50728",2.4,22.5,0,NA,NA,"ENE",28,7,54,1019.9,10.8
"50729",3.8,25.2,0,NA,NA,"ENE",37,6,69,1021.4,12.6
"50730",10,26.3,NA,NA,NA,"WNW",37,NA,NA,NA,NA
"50731",4.6,26.4,0,NA,NA,"W",37,0,51,1017.6,17.2
"50732",5.6,26.2,0,NA,NA,"W",59,17,33,1010,21.6
"50733",1.2,18.3,0,NA,NA,"SSE",39,20,39,1022.3,9.9
"50734",4.6,23.5,0,NA,NA,"ESE",30,15,45,1027.3,11.1
"50735",2.7,26.9,0,NA,NA,"NNE",26,4,62,1022.3,12.7
"50736",4.7,31.1,0,NA,NA,"NNW",41,2,44,1016.3,18
"50737",10.2,31.2,0,NA,NA,"W",57,0,49,1011.3,20.5
"50738",13.9,22.9,5.4,NA,NA,"S",44,20,66,1007.5,16.1
"50739",8.8,11.1,0,NA,NA,"SSE",39,17,63,1018.1,10.9
"50740",6.2,13.3,26.6,NA,NA,"S",31,13,93,1019.8,8.4
"50741",8.4,22.4,40.4,NA,NA,"W",46,11,83,1012.6,13.3
"50742",5.4,18.8,0,NA,NA,"W",46,13,60,1012.8,15
"50743",3.7,21.4,0,NA,NA,"W",39,6,51,1013.8,13.6
"50744",5.1,22.6,0,NA,NA,"W",50,4,66,1015.7,14.1
"50745",10.4,18.5,5.4,NA,NA,"E",39,13,72,1016.8,12.7
"50746",8.2,20.7,0,NA,NA,"ENE",37,13,61,1017.5,12.4
"50747",6.3,22.3,0,NA,NA,"E",33,13,61,1016.7,12.9
"50748",5.4,27.2,0,NA,NA,"WNW",30,7,69,1013,14.2
"50749",7.6,29.3,0,NA,NA,"ENE",28,0,49,1011.7,18.8
"50750",10.4,27.5,0,NA,NA,"WNW",78,6,60,1011,18.6
"50751",14.2,26.5,2.2,NA,NA,"W",44,11,78,1007.7,18.8
"50752",6.2,23.2,0,NA,NA,"W",39,7,47,1005.6,16.5
"50753",7,22.3,0,NA,NA,"ENE",31,6,62,1006.5,14.1
"50754",11,21.7,0,NA,NA,"S",44,19,56,1009.5,15.8
"50755",5,23.9,0,NA,NA,"NE",31,9,56,1017,12.2
"50756",6.6,28.6,0,NA,NA,"NE",35,6,66,1016.8,15.6
"50757",9.4,31.7,0,NA,NA,"W",39,6,59,1011.1,18.9
"50758",12.8,21.6,0.2,NA,NA,"S",37,20,66,1006.6,13.1
"50759",8.2,23.3,0.2,NA,NA,"E",39,15,46,1018.5,13.2
"50760",9.8,23.8,NA,NA,NA,"E",30,NA,NA,NA,NA
"50761",8.7,30.4,0,NA,NA,"E",37,4,68,1021,16.7
"50762",10.2,32.4,0,NA,NA,"WNW",30,0,52,1015.4,21
"50763",14.7,32.2,0,NA,NA,"WSW",56,2,42,1005.2,23.1
"50764",12.3,16.7,10.8,NA,NA,"W",52,19,54,995.9,15.1
"50765",3.6,20.3,1.2,NA,NA,"NNE",44,9,48,1010.3,11.8
"50766",3.2,24.3,0,NA,NA,"NE",37,7,59,1019,13.8
"50767",8.9,28.6,0,NA,NA,"NW",41,4,64,1017.1,16.3
"50768",14.1,32.5,0,NA,NA,"W",59,0,61,1008.7,18.1
"50769",16.1,22.8,0,NA,NA,"W",52,20,40,1003.3,18
"50770",5.4,22.9,0,NA,NA,"W",43,13,38,1007.5,17.3
"50771",5.5,27,0,NA,NA,"NNW",39,9,49,1010.7,17
"50772",6,29.1,0,NA,NA,"WNW",39,0,47,1012.3,18.4
"50773",14.6,25.1,0,NA,NA,"E",39,6,72,1015.3,17.5
"50774",15,26.9,0,NA,NA,"ESE",44,6,70,1018,16.8
"50775",15.3,26.4,0.2,NA,NA,"ESE",33,9,68,1019.8,17.8
"50776",16.4,31.6,0,NA,NA,"ESE",41,7,63,1020.3,19.5
"50777",15.7,32.1,0,NA,NA,NA,NA,7,61,1022.5,22.2
"50778",14.5,35.6,NA,NA,NA,"W",43,NA,NA,NA,NA
"50779",16.6,37,0,NA,NA,"W",44,7,36,1016.9,27.1
"50780",15.8,31.9,0,NA,NA,"SE",48,7,52,1016.4,24.2
"50781",16.9,37.1,0,NA,NA,"NW",61,4,64,1012.4,22.7
"50782",20.6,28.4,0,NA,NA,"WNW",46,0,57,1007.8,22.8
"50783",10.2,24.7,0,NA,NA,"NE",37,9,67,1017.1,16.8
"50784",15.1,21.3,0,NA,NA,"NE",28,4,75,1017.4,16.7
"50785",9.3,29.9,0.4,NA,NA,"SE",54,6,66,1012.5,18.3
"50786",10.3,29.3,2.6,NA,NA,"ESE",41,7,65,1011.7,17.8
"50787",12.1,32.9,0,NA,NA,"WNW",41,6,63,1010.1,19.2
"50788",14.9,29.5,0,NA,NA,"S",61,20,26,1009.7,18.1
"50789",13.6,30.3,0,NA,NA,"NNW",39,9,53,1013.9,16.3
"50790",11.4,30.7,0,NA,NA,"ENE",37,6,64,1012.6,17.2
"50791",14,26,0,NA,NA,"W",31,7,66,1012.2,18.2
"50792",17.6,26.9,0,NA,NA,"W",67,19,41,1003.4,24.5
"50793",17.7,33.9,0,NA,NA,"W",41,7,70,1003.3,19.3
"50794",15.4,26.6,0,NA,NA,"WNW",46,13,23,1001,20.5
"50795",6.4,28,0,NA,NA,"WSW",56,7,43,1008.5,18.1
"50796",11.7,25.3,0,NA,NA,"WSW",44,15,34,1008.2,17.3
"50797",9.2,25.9,0,NA,NA,"E",46,20,47,1017.6,13.2
"50798",8.7,24.5,0,NA,NA,"E",43,9,52,1022,14.8
"50799",14,25.1,0,NA,NA,"SE",50,9,67,1022.7,15.9
"50800",13.7,28.7,0,NA,NA,"WSW",35,6,60,1020.6,18.8
"50801",13.4,31.6,0,NA,NA,"SE",35,6,62,1018.5,21.5
"50802",13.3,36.1,0,NA,NA,"ENE",41,6,51,1017.3,22.7
"50803",15.1,33.5,0,NA,NA,"ENE",35,6,65,1020.6,18.9
"50804",12.2,37.6,0,NA,NA,"ENE",30,4,44,1019.7,22.7
"50805",14.6,39.9,0,NA,NA,NA,NA,6,44,1020.3,24.7
"50806",16.3,40,NA,NA,NA,"ENE",39,NA,NA,NA,NA
"50807",11.4,38.9,0,NA,NA,"WNW",28,6,25,1015.8,23.8
"50808",14.2,39.4,0,NA,NA,"SE",41,0,37,1012,25.2
"50809",15.8,32.2,8,NA,NA,"N",41,4,60,1009.8,22.2
"50810",18.2,27,0.2,NA,NA,"ESE",37,7,71,1008.9,18.9
"50811",16.5,31.8,0,NA,NA,"ESE",37,0,64,1009.3,17.8
"50812",13.7,26.5,0,NA,NA,"E",39,13,58,1017.2,18.7
"50813",10.8,28.9,0,NA,NA,"N",31,6,64,1022.1,17.5
"50814",14.4,23.2,0,NA,NA,"NNW",48,0,74,1012.2,18.1
"50815",8.9,24.3,5,NA,NA,"SSE",35,11,59,1011.5,16.2
"50816",7,26.4,0,NA,NA,"NE",39,7,57,1022.3,14.4
"50817",9,30.8,0,NA,NA,"E",33,6,59,1023,16.3
"50818",13.2,34.3,0,NA,NA,"N",28,4,65,1019.4,19.6
"50819",13.1,38.5,0,NA,NA,"ENE",41,4,46,1016.4,22.9
"50820",13.5,37.5,0,NA,NA,"NNW",48,2,55,1018.5,20
"50821",15.8,37,0,NA,NA,"ESE",48,4,43,1013.2,24.9
"50822",15.7,38.1,0,NA,NA,"ENE",35,2,59,1014.1,23
"50823",16.9,38.4,0,NA,NA,"ENE",46,0,58,1012.8,24.4
"50824",15.7,38.4,0,NA,NA,"S",39,7,58,1013.1,20.8
"50825",17.2,21.8,1.2,NA,NA,"S",50,26,66,1016.5,17.8
"50826",11,20.8,0,NA,NA,"NE",39,11,57,1023.3,14.4
"50827",13.3,29.9,0,NA,NA,"ENE",37,6,56,1019.4,15.4
"50828",10.4,34,0,NA,NA,"ENE",35,2,59,1015.3,18.4
"50829",12.7,36.7,0,NA,NA,"ENE",33,2,46,1016.8,22.1
"50830",14.1,37.7,0,NA,NA,"W",41,0,45,1017.4,22.6
"50831",14.4,34.7,0,NA,NA,"ENE",46,7,56,1018.3,19.6
"50832",16.7,35.8,0,NA,NA,"ESE",41,6,71,1016.4,18
"50833",17.8,32.1,0,NA,NA,"N",44,4,68,1015.9,20.6
"50834",16,29.4,0,NA,NA,"NE",30,6,62,1014.2,21
